activity_id,name,category,sector,source,unit_type
freight_vehicle-vehicle_type_articulated_truck-fuel_source_lng_or_diesel-vehicle_weight_lte_40t-distance_basis_sfd,Articulated truck <40t HPDI - Average/mixed load - LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_articulated_truck-fuel_source_lng_or_diesel-vehicle_weight_lte_40t-load_type_container-distance_basis_sfd,Articulated truck <40t HPDI - Container transport - LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_articulated_truck_incl_lightweight_trailer-fuel_source_diesel-vehicle_weight_lte_40t-load_type_heavy-distance_basis_sfd,Articulated truck <40t incl. lightweight trailer - Heavy - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_auto_carrier-fuel_source_na-vehicle_weight_na-distance_basis_sfd,Road freight - Auto Carrier,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_auto_carrier-fuel_source_na-vehicle_weight_na-distance_uplift_included,Road freight - Auto Carrier,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_class_1_van-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV van (class 1) - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_class_1_van-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_lt_1.305t,Diesel van - Class I (up to 1.305 tonnes) - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_class_1_van-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_lt_1.305t,Petrol van - Class I (up to 1.305 tonnes) - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_class_2_van-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV van (class 2) - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_class_2_van-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_gt_1.305t_lt_1.74t,Diesel van - Class II (1.305 to 1.74 tonnes) - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_class_2_van-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_gt_1.305t_lt_1.74t,Petrol van - Class II (1.305 to 1.74 tonnes) - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_class_3_van-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV van (class 3) - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_class_3_van-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_gt_1.74t_lt_3.5t,Diesel van - Class III (1.74 to 3.5 tonnes) - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_class_3_van-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_gt_1.74t_lt_3.5t,Petrol van - Class III (1.74 to 3.5 tonnes) - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_commercial_truck-fuel_source_na-vehicle_weight_na-percentage_load_na,Road freight truck average value,Road Freight,Transport,MfE,WeightOverDistance
freight_vehicle-vehicle_type_dray-fuel_source_na-vehicle_weight_na-distance_basis_sfd,Road freight - Dray,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dray-fuel_source_na-vehicle_weight_na-distance_uplift_included,Road freight - Dray,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_10.5t_lte_12.5t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck MDV 10.5-12.5t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_12.5t_lte_16t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck HDV 12.5-16t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_16t_lte_20t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck HDV 16-20t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_20t_lte_25t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck HDV 20-25t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_25t_lte_31t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck HDV 25-31t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_3.5t_lte_4.5t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck LDT 3.5-4.5t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_31t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck HDV >31t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_4.5t_lte_5.5t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck MDT 4.5-5.5t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_5.5t_lte_7t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck MDV 5.5-7t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_7t_lte_8.5t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck MDV 7-8.5t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_diesel-vehicle_weight_gt_8.5t_lte_10.5t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck MDV 8.5-10.5t - Average - Diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_lng-vehicle_weight_gt_14t_lte_24t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck 14-24t - Average - LNG,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_lng-vehicle_weight_gt_24t_lte_25t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck 24-25t - Average - LNG,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_lng-vehicle_weight_gt_25t_lte_29t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck 25-29t - Average - LNG,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_lng-vehicle_weight_gt_29t_lte_31t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck 29-31t - Average - LNG,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_dump_truck-fuel_source_lng-vehicle_weight_gt_31t_lte_60t-percentage_load_na-load_type_na-distance_basis_sfd,Dump truck 31-60t - Average - LNG,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_expedited-fuel_source_na-vehicle_weight_na-distance_basis_sfd,Road freight - Expedited,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_expedited-fuel_source_na-vehicle_weight_na-distance_uplift_included,Road freight - Expedited,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_flatbed-fuel_source_na-vehicle_weight_na-distance_basis_sfd,Road freight - Flatbed,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_flatbed-fuel_source_na-vehicle_weight_na-distance_uplift_included,Road freight - Flatbed,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_general-fuel_source_na-vehicle_weight_na-distance_basis_sfd,Road freight - General,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_general-fuel_source_na-vehicle_weight_na-distance_uplift_included,Road freight - General,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_general_freight_trucking_local-fuel_source_na-vehicle_weight_na-percentage_load_na-load_type_na-distance_uplift_na,General freight trucking/local,Road Freight,Transport,EPA,Money
freight_vehicle-vehicle_type_general_freight_trucking_long_distance_less_than_truckload-fuel_source_na-vehicle_weight_na-percentage_load_na-load_type_na-distance_uplift_na,General freight trucking/long-distance/less than truckload,Road Freight,Transport,EPA,Money
freight_vehicle-vehicle_type_general_freight_trucking_long_distance_truckload-fuel_source_na-vehicle_weight_na-percentage_load_na-load_type_na-distance_uplift_na,General freight trucking/long-distance/truckload,Road Freight,Transport,EPA,Money
freight_vehicle-vehicle_type_heavy_bulk-fuel_source_na-vehicle_weight_na-distance_basis_sfd,Road freight - Heavy Bulk,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_heavy_bulk-fuel_source_na-vehicle_weight_na-distance_uplift_included,Road freight - Heavy Bulk,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv-fuel_source_cng-vehicle_weight_gt_3.5t_lt_7.5t-percentage_load_na,Road freight CNG HGV (3.5t-7.5t),Road Freight,Transport,UBA,WeightOverDistance
freight_vehicle-vehicle_type_hgv-fuel_source_cng-vehicle_weight_gt_7.5t_lt_12t-percentage_load_na,Road freight CNG HGV (7.5t-12t),Road Freight,Transport,UBA,WeightOverDistance
freight_vehicle-vehicle_type_hgv-fuel_source_diesel-vehicle_weight_na-percentage_load_100,Road freight diesel HGV 100% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv-fuel_source_diesel-vehicle_weight_na-percentage_load_50,Road freight diesel HGV 50% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv-fuel_source_diesel-vehicle_weight_na-percentage_load_na,Road freight diesel HGV average laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv-fuel_source_na-vehicle_weight_gt_20t-distance_basis_sfd,HGV (>20t),Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv-fuel_source_na-vehicle_weight_gt_20t-distance_uplift_included,HGV (>20 t),Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv-fuel_source_na-vehicle_weight_gt_20t-percentage_load_na-load_type_container-distance_uplift_na,HGV >20 t - cargo capacity 1 TEU,Road Freight,Transport,CO2 Emissiefactoren,WeightOverDistance
freight_vehicle-vehicle_type_hgv_all-fuel_source_diesel-vehicle_weight_na-percentage_load_0,HGV (all diesel) - All HGVs - 0% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all-fuel_source_diesel-vehicle_weight_na-percentage_load_100,HGV (all diesel) - All HGVs - 100% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all-fuel_source_diesel-vehicle_weight_na-percentage_load_50,HGV (all diesel) - All HGVs - 50% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all-fuel_source_diesel-vehicle_weight_na-percentage_load_avg,HGV (all diesel) - All HGVs - Average Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all_artics-fuel_source_diesel-vehicle_weight_na-percentage_load_0,HGV (all diesel) - All artics - 0% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all_artics-fuel_source_diesel-vehicle_weight_na-percentage_load_100,HGV (all diesel) - All artics - 100% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all_artics-fuel_source_diesel-vehicle_weight_na-percentage_load_50,HGV (all diesel) - All artics - 50% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all_artics-fuel_source_diesel-vehicle_weight_na-percentage_load_avg,HGV (all diesel) - All artics - Average Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all_rigids-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_avg,HGV (all diesel) - Articulated (>3.5 - 33t) - Average Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all_rigids-fuel_source_diesel-vehicle_weight_na-percentage_load_0,HGV (all diesel) - All rigids - 0% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all_rigids-fuel_source_diesel-vehicle_weight_na-percentage_load_100,HGV (all diesel) - All rigids - 100% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all_rigids-fuel_source_diesel-vehicle_weight_na-percentage_load_50,HGV (all diesel) - All rigids - 50% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_all_rigids-fuel_source_diesel-vehicle_weight_na-percentage_load_avg,HGV (all diesel) - All rigids - Average Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_0,HGV (all diesel) - Articulated (>3.5 - 33t) - 0% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_100,HGV (all diesel) - Articulated (>3.5 - 33t) - 100% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_100,Road freight diesel articulated HGV (>3.5 - 33t) 100% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_50,HGV (all diesel) - Articulated (>3.5 - 33t) - 50% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_50,Road freight diesel articulated HGV (>3.5 - 33t) 50% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_na,Road freight diesel articulated HGV (>3.5 - 33t) average laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_0,HGV (all diesel) - Articulated (>33t) - 0% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_100,HGV (all diesel) - Articulated (>33t) - 100% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_100,Road freight diesel articulated HGV (>33t) 100% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_50,HGV (all diesel) - Articulated (>33t) - 50% Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_50,Road freight diesel articulated HGV (>33t) 50% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_avg,HGV (all diesel) - Articulated (>33t) - Average Laden - Freighting goods,Vehicles,Transport,BEIS,Distance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_na,Road freight diesel articulated HGV (>33t) average laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_na-percentage_load_100,Road freight diesel articulated HGV 100% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_na-percentage_load_50,Road freight diesel articulated HGV 50% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_na-percentage_load_na,Road freight diesel articulated HGV average laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_34t_lt_40t-distance_uplift_included,Artic truck 34 - 40 t - Average/ mixed load - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_34t_lt_40t-load_type_container-distance_uplift_included,Artic truck 34 - 40 t - Container transport - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-distance_uplift_included,Artic truck 40 - 44 t - Average/ mixed load - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-load_type_container-distance_uplift_included,Artic truck 40 - 44 t - Container transport - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-load_type_heavy-distance_uplift_included,Artic truck 40 - 44 t - Heavy load - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-load_type_light-distance_uplift_included,Artic truck 40 - 44 t - Light load - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_44t_lt_60t-distance_uplift_included,Artic truck 44 - 60 t - Average/ mixed load - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_44t_lt_60t-load_type_container-distance_uplift_included,Artic truck 44 - 60 t - Container transport - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_44t_lt_60t-load_type_heavy-distance_uplift_included,Artic truck 44 - 60 t - Heavy load - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_60t_lt_72t-load_type_container-distance_uplift_included,Artic truck 60 - 72 t - Container transport - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_60t_lt_72t-load_type_heavy-distance_uplift_included,Artic truck 60 - 72 t - Heavy load - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_lt_34t-distance_uplift_included,Artic truck <34 t - Average/ mixed load - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_lt_34t-load_type_container-distance_uplift_included,Artic truck <34 t - Container transport - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_lt_40t-load_type_heavy-distance_uplift_included,Artic truck 40 t inc light-weight trailer - Heavy load - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi-fuel_source_bio_lng_or_diesel-vehicle_weight_lt_40t-distance_uplift_included,Artic Truck <40 t HPDI - Average/ mixed load - Bio LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi-fuel_source_bio_lng_or_diesel-vehicle_weight_lt_40t-load_type_container-distance_uplift_included,Artic Truck <40 t HPDI - Container transport - Bio LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi-fuel_source_cng_or_diesel-vehicle_weight_lt_40t-distance_uplift_included,Artic Truck <40 t HPDI - Average/ mixed load - CNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi-fuel_source_cng_or_diesel-vehicle_weight_lt_40t-load_type_container-distance_uplift_included,Artic Truck <40 t HPDI - Container transport - CNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi-fuel_source_lng_or_diesel-vehicle_weight_lt_40t-distance_uplift_included,Artic Truck <40 t HPDI - Average/ mixed load - LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi-fuel_source_lng_or_diesel-vehicle_weight_lt_40t-load_type_container-distance_uplift_included,Artic Truck <40 t HPDI - Container transport - LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi_refrigerated-fuel_source_bio_lng_or_diesel-vehicle_weight_lt_40t-distance_uplift_included,Artic Truck <40 t HPDI - Average/ mixed load - Refrig/temp controlled - Bio LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi_refrigerated-fuel_source_bio_lng_or_diesel-vehicle_weight_lt_40t-load_type_container-distance_uplift_included,Artic Truck <40 t HPDI - Container transport - Refrig/temp controlled - Bio LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi_refrigerated-fuel_source_cng_or_diesel-vehicle_weight_lt_40t-distance_uplift_included,Artic Truck <40 t HPDI - Average/ mixed load - Refrig/temp controlled - CNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi_refrigerated-fuel_source_cng_or_diesel-vehicle_weight_lt_40t-load_type_container-distance_uplift_included,Artic Truck <40 t HPDI - Container transport - Refrig/temp controlled - CNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi_refrigerated-fuel_source_lng_or_diesel-vehicle_weight_lt_40t-distance_uplift_included,Artic Truck <40 t HPDI - Average/ mixed load - Refrig/temp controlled - LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_hpdi_refrigerated-fuel_source_lng_or_diesel-vehicle_weight_lt_40t-load_type_container-distance_uplift_included,Artic Truck <40 t HPDI - Container transport - Refrig/temp controlled - LNG/diesel,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_100,Road freight diesel refrigerated articulated HGV (>3.5t - 33t) 100% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_50,Road freight diesel refrigerated articulated HGV (>3.5t - 33t) 50% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_na,Road freight diesel refrigerated articulated HGV (>3.5t - 33t) average laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_100,Road freight diesel refrigerated articulated HGV (>33t) 100% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_50,Road freight diesel refrigerated articulated HGV (>33t) 50% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_na,Road freight diesel refrigerated articulated HGV (>33t) average laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_100,Road freight diesel refrigerated articulated HGV 100% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_50,Road freight diesel refrigerated articulated HGV 50% laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_na,Road freight diesel refrigerated articulated HGV average laden,Road Freight,Transport,BEIS,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrigerated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_34t_lt_40t-distance_uplift_included,Artic truck 34 - 40 t - Average/ mixed load - Refrig/temp controlled - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrigerated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_34t_lt_40t-load_type_container-distance_uplift_included,Artic truck 34 - 40 t - Container transport - Refrig/temp controlled - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrigerated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-distance_uplift_included,Artic truck 40 - 44 t - Average/ mixed load - Refrig/temp controlled - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrigerated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-load_type_container-distance_uplift_included,Artic truck 40 - 44 t - Container transport - Refrig/temp controlled - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
freight_vehicle-vehicle_type_hgv_articulated_refrigerated-fuel_source_diesel_5_percent_biodiesel_blend-vehicle_weight_gt_40t_lt_44t-load_type_heavy-distance_uplift_included,Artic truck 40 - 44 t - Heavy load - Refrig/temp controlled - Diesel 5% biodiesel blend,Road Freight,Transport,GLEC,WeightOverDistance
