activity_id,name,category,sector,source,unit_type
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (dual-purpose 4X4) - Passenger vehicles  - UK electricity for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (dual-purpose 4X4) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (dual-purpose 4X4) - Passenger vehicles - UK electricity for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (dual-purpose 4X4) - UK electricity T&D for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_phev_fuel_combustion-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (dual-purpose 4X4) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (executive) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (executive) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (executive) - UK electricity T&D for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (executive) - UK electricity for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (executive) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (executive) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (executive) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (executive) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (executive) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (executive) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (executive) - Passenger vehicles  - UK electricity for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (executive) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (executive) - Passenger vehicles - UK electricity for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (executive) - UK electricity T&D for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_executive_car-fuel_source_phev_fuel_combustion-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (executive) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_freight_and_utility_trailers-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Freight and utility trailers,Vehicles,Transport,OpenIO-Canada,Money
passenger_vehicle-vehicle_type_heavy_duty_trucks-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Heavy duty truck manufacturing,Vehicles,Transport,EPA,Money
passenger_vehicle-vehicle_type_heavy_duty_trucks-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Heavy duty trucks,Vehicles,Transport,EPA,Money
passenger_vehicle-vehicle_type_hgv-fuel_source_bev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_10t_lt_12t,HGV BEV (10-12t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_bev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_12t_lt_15t,HGV BEV (12-15t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_bev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_5t_lt_7.5t,HGV BEV (5-7.5t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_bev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_7.5t_lt_10t,HGV BEV (7.5-10t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_bev-engine_size_na-vehicle_age_post_2015-vehicle_weight_lt_5t,HGV BEV (<5t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_10t_lt_12t,HGV diesel (10-12t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_12t_lt_15t,HGV diesel (12-15t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_15t_lt_20t,HGV diesel (15-20t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_20t_lt_25t,HGV diesel (20-25t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_25t_lt_30t,HGV diesel (25-30t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_5t_lt_7.5t,HGV diesel (5-7.5t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_7.5t_lt_10t,HGV diesel (7.5-10t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_gte_30t,HGV diesel (>30t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel-engine_size_na-vehicle_age_post_2015-vehicle_weight_lt_5t,HGV diesel (<5t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_10t_lt_12t,HGV diesel hybrid (10-12t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_12t_lt_15t,HGV diesel hybrid (12-15t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_15t_lt_20t,HGV diesel hybrid (15-20t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_20t_lt_25t,HGV diesel hybrid (20-25t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_25t_lt_30t,HGV diesel hybrid (25-30t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_5t_lt_7.5t,HGV diesel hybrid (5-7.5t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gt_7.5t_lt_10t,HGV diesel hybrid (7.5-10t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_gte_30t,HGV diesel hybrid (>30t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_hgv-fuel_source_diesel_hev-engine_size_na-vehicle_age_post_2015-vehicle_weight_lt_5t,HGV diesel hybrid (<5t) post-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_interurban_and_rural_bus_transportation-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Interurban and rural bus transportation,Road Travel,Transport,EPA,Money
passenger_vehicle-vehicle_type_large_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (large) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (large) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (large) - UK electricity T&D for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV car (large) - UK electricity for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_cng-engine_size_gt_2l-vehicle_age_na-vehicle_weight_gt_1400kg,CNG car large >1400 kg / engine capacity >2 l,Vehicles,Transport,CO2 Emissiefactoren,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_cng-engine_size_na-vehicle_age_na-vehicle_weight_na,CNG car (large) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_cng-engine_size_na-vehicle_age_na-vehicle_weight_na,CNG car (large) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_diesel-engine_size_gt_2.2l-vehicle_age_na-vehicle_weight_gt_1450kg,Diesel car large weight >1450 kg / engine capacity >2.2 l,Vehicles,Transport,CO2 Emissiefactoren,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (large) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (large) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,Hybrid car (large) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,Hybrid car (large) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_lpg-engine_size_2l-vehicle_age_na-vehicle_weight_gt_1400kg,LPG car large >1400 kg / engine capacity >2 l,Vehicles,Transport,CO2 Emissiefactoren,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_lpg-engine_size_gt_2l-vehicle_age_na-vehicle_weight_gt_1400kg,LPG car large >1400 kg / engine capacity >2 l,Vehicles,Transport,CO2 Emissiefactoren,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_lpg-engine_size_na-vehicle_age_na-vehicle_weight_na,LPG car (large) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_lpg-engine_size_na-vehicle_age_na-vehicle_weight_na,LPG car (large) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (large) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (large) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_petrol-engine_size_gt_2l-vehicle_age_na-vehicle_weight_gt_1350kg,Petrol car large >1350 kg / engine capacity >2 l,Vehicles,Transport,CO2 Emissiefactoren,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (large) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (large) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (large) - Passenger vehicles  - UK electricity for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (large) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (large) - Passenger vehicles - UK electricity for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (large) - UK electricity T&D for EVs,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_car-fuel_source_phev_fuel_combustion-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (large) - Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_motorbike-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Motorbike (large) - Passenger vehicles & travel land,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_large_motorbike-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Motorbike (large) Passenger vehicles,Vehicles,Transport,BEIS,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_1350cc_lt_1600cc-vehicle_age_2010_2015-vehicle_weight_na,Electric vehicle (1350-1600cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_1350cc_lt_1600cc-vehicle_age_2015_2020-vehicle_weight_na,Electric vehicle (1350-1600cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2020-vehicle_weight_na,Electric vehicle (1350-1600cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_1600cc_lt_2000cc-vehicle_age_2010_2015-vehicle_weight_na,Electric vehicle (1600-2000cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_1600cc_lt_2000cc-vehicle_age_2015_2020-vehicle_weight_na,Electric vehicle (1600-2000cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2020-vehicle_weight_na,Electric vehicle (1600-2000cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_2000cc_lt_3000cc-vehicle_age_2010_2015-vehicle_weight_na,Electric vehicle (2000-3000cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_2000cc_lt_3000cc-vehicle_age_2015_2020-vehicle_weight_na,Electric vehicle (2000-3000cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2020-vehicle_weight_na,Electric vehicle (2000-3000cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_3000cc-vehicle_age_2010_2015-vehicle_weight_na,Electric vehicle (>3000cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_3000cc-vehicle_age_2015_2020-vehicle_weight_na,Electric vehicle (>3000cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_gt_3000cc-vehicle_age_post_2020-vehicle_weight_na,Electric vehicle (>3000cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_lt_1350cc-vehicle_age_2010_2015-vehicle_weight_na,Electric vehicle (<1350cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_lt_1350cc-vehicle_age_2015_2020-vehicle_weight_na,Electric vehicle (<1350cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_bev-engine_size_lt_1350cc-vehicle_age_post_2020-vehicle_weight_na,Electric vehicle (<1350cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_1350cc_lt_1600cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel LCV (1350-1600cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_1350cc_lt_1600cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel LCV (1350-1600cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2020-vehicle_weight_na,Diesel LCV (1350-1600cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_1350cc_lt_1600cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel LCV (1350-1600cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_1600cc_lt_2000cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel LCV (1600-2000cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_1600cc_lt_2000cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel LCV (1600-2000cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2020-vehicle_weight_na,Diesel LCV (1600-2000cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_1600cc_lt_2000cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel LCV (1600-2000cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_2000cc_lt_3000cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel LCV (2000-3000cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_2000cc_lt_3000cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel LCV (2000-3000cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2020-vehicle_weight_na,Diesel LCV (2000-3000cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_2000cc_lt_3000cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel LCV (2000-3000cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_3000cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel LCV (>3000cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_3000cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel LCV (>3000cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_3000cc-vehicle_age_post_2020-vehicle_weight_na,Diesel LCV (>3000cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_gt_3000cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel LCV (>3000cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_lt_1350cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel LCV (<1350cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_lt_1350cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel LCV (<1350cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_lt_1350cc-vehicle_age_post_2020-vehicle_weight_na,Diesel LCV (<1350cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel-engine_size_lt_1350cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel LCV (<1350cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_1350cc_lt_1600cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel hybrid LCV (1350-1600cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_1350cc_lt_1600cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel hybrid LCV (1350-1600cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_1350cc_lt_1600cc-vehicle_age_post_2020-vehicle_weight_na,Diesel hybrid LCV (1350-1600cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_1350cc_lt_1600cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel hybrid LCV (1350-1600cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_1600cc_lt_2000cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel hybrid LCV (1600-2000cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_1600cc_lt_2000cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel hybrid LCV (1600-2000cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_1600cc_lt_2000cc-vehicle_age_post_2020-vehicle_weight_na,Diesel hybrid LCV (1600-2000cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_1600cc_lt_2000cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel hybrid LCV (1600-2000cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_2000cc_lt_3000cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel hybrid LCV (2000-3000cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_2000cc_lt_3000cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel hybrid LCV (2000-3000cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_2000cc_lt_3000cc-vehicle_age_post_2020-vehicle_weight_na,Diesel hybrid LCV (2000-3000cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_2000cc_lt_3000cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel hybrid LCV (2000-3000cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_3000cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel hybrid LCV (>3000cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_3000cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel hybrid LCV (>3000cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_3000cc-vehicle_age_post_2020-vehicle_weight_na,Diesel hybrid LCV (>3000cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_gt_3000cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel hybrid LCV (>3000cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_lt_1350cc-vehicle_age_2010_2015-vehicle_weight_na,Diesel hybrid LCV (<1350cc) 2010-2015,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_lt_1350cc-vehicle_age_2015_2020-vehicle_weight_na,Diesel hybrid LCV (<1350cc) 2015-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_lt_1350cc-vehicle_age_post_2020-vehicle_weight_na,Diesel hybrid LCV (<1350cc) post-2020,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_diesel_hev-engine_size_lt_1350cc-vehicle_age_pre_2010-vehicle_weight_na,Diesel hybrid LCV (<1350cc) pre-2010,Vehicles,Transport,MfE,Distance
passenger_vehicle-vehicle_type_lcv-fuel_source_petrol-engine_size_gt_1350cc_lt_1600cc-vehicle_age_2010_2015-vehicle_weight_na,Petrol LCV (1350-1600cc) 2010-2015,Vehicles,Transport,MfE,Distance
